# name,planet_status,mass_eu,mass_jup,star_mass,star_radius,star_teff,star_distance,radius_eu,Radius_estimate (EU),radius_jup,geometric_albedo,ra,dec,semi_major_axis,molecules,star_name,Bulk Density (g/cm3),Escape Vel (EU),ESI_radius,ESI_Bulk_Dens,ESI_Internal,ESI_Esc_Velocity,Effective Temperature (K),ESI_Eff_Temp,ESI_Surface,ESI_Global,X-Coord,Y-Coord,Z-Coord,Ra_Radians ,Dec_Radians,,Revenue1,Revenue2
Kepler-531 b,Confirmed,0,,0.78,0.75,4893,254,2.721372126,2.721372126,0.248,0.3,286.524812,48.683601,,,Kepler-531,0,0,0.5374361747,0,0.00000,0.00000,,0,0,0,-160.7686666,-182.8935328,72.24535614,5.00,0.85,257.04,,
Kepler-532 b,Confirmed,0,,0.87,0.79,5192,325,2.512879906,2.512879906,0.229,0.3,298.660915,48.606373,,,Kepler-532,0,0,0.5693334396,0,0.00000,0.00000,,0,0,0,-188.5683978,-213.9368282,155.8781348,5.21,0.85,327.52,,
Kepler-533 b,Confirmed,0,,0.78,0.72,4758,305,3.313928959,3.313928959,0.302,0.3,293.685736,48.825146,,,Kepler-533,0,0,0.4636144959,0,0.00000,0.00000,,0,0,0,-183.8847232,-210.235928,122.524541,5.13,0.85,307.75,,
Kepler-534 b,Confirmed,0,,1.05,0.98,5884,473,2.19465494,2.19465494,0.2,0.3,296.418559,49.540104,,,Kepler-534,0,0,0.6260457037,0,0.00000,0.00000,,0,0,0,-274.8829496,-322.3031237,210.4496626,5.17,0.86,475.63,,
Kepler-535 b,Confirmed,0,,1.18,1.27,6123,678,2.315360962,2.315360962,0.211,0.3,296.566641,49.696251,,,Kepler-535,0,0,0.6032525638,0,0.00000,0.00000,,0,0,0,-392.2521352,-462.466494,303.2276444,5.18,0.87,680.62,,
Kepler-536 b,Confirmed,0,,0.92,0.89,5524,446,3.039597092,3.039597092,0.277,0.3,297.73638,49.637154,,,Kepler-536,0,0,0.495098881,0,0.00000,0.00000,,0,0,0,-255.6528258,-300.7860148,207.5702435,5.20,0.87,448.57,,
Kepler-537 b,Confirmed,0,,1.07,0.99,5763,465,1.382632612,1.382632612,0.126,0.3,289.880634,51.277081,,,Kepler-537,0,0,0.8394076324,0,0.00000,0.00000,,0,0,0,-273.547259,-341.1630291,158.1286965,5.06,0.89,467.93,,
Kepler-54 d,Confirmed,0,,0.51,0.55,4252,273.8,1.492365359,1.492365359,0.136,0.3,294.773939,43.056295,0.126,,Kepler-54,0,0,0.8024505687,0,0.00000,0.00000,421.8267168,0.8114656526,0,0,-181.6490908,-169.7245001,114.7329155,5.14,0.75,276.42,,
Kepler-540 b,Confirmed,0,,1.02,1.08,5946,350,2.655532477,2.655532477,0.242,0.3,290.625252,44.873962,,,Kepler-540,0,0,0.547115916,0,0.00000,0.00000,,0,0,0,-232.1334779,-231.1144336,123.2889575,5.07,0.78,352.82,,
Kepler-541 b,Confirmed,0,,1.41,2.06,6166,1020,3.29198241,3.29198241,0.3,0.3,294.149669,38.458259,,,Kepler-541,0,0,0.4659851344,0,0.00000,0.00000,,0,0,0,-728.8183678,-578.8619048,417.3040641,5.13,0.67,1022.55,,
Kepler-542 b,Confirmed,0,,0.93,0.9,5526,439,1.536258458,1.536258458,0.14,0.3,292.215089,38.548588,,,Kepler-542,0,0,0.7885631662,0,0.00000,0.00000,,0,0,0,-317.84785,-253.2679785,165.9791413,5.10,0.67,441.64,,
Kepler-543 b,Confirmed,0,,0.7,0.67,4671,212,2.447040258,2.447040258,0.223,0.3,287.218727,38.862513,,,Kepler-543,0,0,0.5802079031,0,0.00000,0.00000,,0,0,0,-157.6762439,-127.0584488,62.75629616,5.01,0.68,214.85,,
Kepler-544 b,Confirmed,0,,1.16,1.22,6206,797,2.073948918,2.073948918,0.189,0.3,294.029098,39.051846,,,Kepler-544,0,0,0.6506288989,0,0.00000,0.00000,,0,0,0,-565.2938802,-458.6135373,324.5388304,5.13,0.68,799.57,,
Kepler-545 b,Confirmed,0,,1.04,1.07,5882,831,2.633585928,2.633585928,0.24,0.3,290.566303,40.692045,,,Kepler-545,0,0,0.5504204496,0,0.00000,0.00000,,0,0,0,-589.9272248,-507.2749773,291.9228782,5.07,0.71,833.75,,
Kepler-546 b,Confirmed,0,,1.11,1.15,5967,896,6.847323413,6.847323413,0.624,0.3,283.257599,40.990498,,,Kepler-546,0,0,0.2548639701,0,0.00000,0.00000,,0,0,0,-658.2926291,-572.0534108,205.4792193,4.94,0.72,899.03,,
Kepler-547 b,Confirmed,0,,0.78,0.73,4828,361,3.917459068,3.917459068,0.357,0.3,286.118673,44.34528,,,Kepler-547,0,0,0.4067141124,0,0.00000,0.00000,,0,0,0,-248.0169187,-242.4125278,100.2236219,4.99,0.77,363.99,,
Kepler-548 b,Confirmed,0,,0.93,0.9,5535,776,11.74140393,11.74140393,1.07,0.3,299.90591,45.439678,,,Kepler-548,0,0,0.1569685736,0,0.00000,0.00000,,0,0,0,-471.9868808,-479.2869364,386.8958735,5.23,0.79,778.41,,
Kepler-549 b,Confirmed,0,,0.88,0.84,5360,648,2.512879906,2.512879906,0.229,0.3,283.022789,47.261135,,,Kepler-549,0,0,0.5693334396,0,0.00000,0.00000,,0,0,0,-428.4597305,-463.6858777,146.0194034,4.94,0.82,651.14,,
Kepler-549 c,Confirmed,0,,0.88,0.84,5360,648,2.864024697,2.864024697,0.261,0.3,283.022789,47.261135,,,Kepler-549,0,0,0.5175950355,0,0.00000,0.00000,,0,0,0,-428.4597305,-463.6858777,146.0194034,4.94,0.82,651.14,,
Kepler-55 d,Confirmed,0,,0.62,0.62,4503,588.47,1.558205007,1.558205007,0.142,0.3,285.168338,44.026466,0.029,,Kepler-55,0,0,0.7817981726,0,0.00000,0.00000,948.3400182,0.4658912528,0,0,-408.3800073,-394.7327057,153.9766266,4.98,0.77,591.49,,
Kepler-55 e,Confirmed,0,,0.62,0.62,4503,588.47,1.514311909,1.514311909,0.138,0.3,285.168338,44.026466,0.048,,Kepler-55,0,0,0.7954462583,0,0.00000,0.00000,743.8087875,0.5582429681,0,0,-408.3800073,-394.7327057,153.9766266,4.98,0.77,591.49,,
Kepler-55 f,Confirmed,0,,0.62,0.62,4503,588.47,1.558205007,1.558205007,0.142,0.3,285.168338,44.026466,0.081,,Kepler-55,0,0,0.7817981726,0,0.00000,0.00000,579.4902608,0.6639843996,0,0,-408.3800073,-394.7327057,153.9766266,4.98,0.77,591.49,,
Kepler-550 b,Confirmed,0,,0.87,0.83,5322,563,4.323470232,4.323470232,0.394,0.3,297.70024,47.86375,,,Kepler-550,0,0,0.3756947842,0,0.00000,0.00000,,0,0,0,-334.425189,-369.6452787,261.7081598,5.20,0.84,565.55,,
Kepler-551 b,Confirmed,0,,0.65,0.63,4286,312,2.677479027,2.677479027,0.244,0.3,285.485043,48.054325,,,Kepler-551,0,0,0.5438508243,0,0.00000,0.00000,,0,0,0,-200.9785322,-223.6353252,83.29988544,4.98,0.84,315.07,,
Kepler-552 b,Confirmed,0,,1.03,1.04,5863,834,3.862592694,3.862592694,0.352,0.3,290.747687,48.242012,,,Kepler-552,0,0,0.4113032133,0,0.00000,0.00000,,0,0,0,-519.412011,-581.7886991,295.4472412,5.07,0.84,836.86,,
Kepler-553 b,Confirmed,0,,0.92,0.85,5266,725,4.531962451,4.531962451,0.413,0.3,298.550829,48.332455,,,Kepler-553,0,0,0.3615353534,0,0.00000,0.00000,,0,0,0,-423.3727414,-475.725416,346.5051953,5.21,0.84,727.52,,
Kepler-506 b,Confirmed,0,,1.19,1.19,6236,231,2.677479027,2.677479027,0.244,0.3,284.635187,40.719832,,,Kepler-506,0,0,0.5438508243,0,0.00000,0.00000,,0,0,0,-169.3963693,-145.8059072,58.36529367,4.97,0.71,233.98,,
Kepler-507 b,Confirmed,0,,1.16,1.32,6113,410,1.272899865,1.272899865,0.116,0.3,297.018834,50.408981,,,Kepler-507,0,0,0.8799331773,0,0.00000,0.00000,,0,0,0,-232.7759323,-281.4675847,186.2561787,5.18,0.88,412.61,,
Kepler-508 b,Confirmed,0,,1.16,1.25,6025,325,1.602098106,1.602098106,0.146,0.3,295.40435,42.981423,,,Kepler-508,0,0,0.7686105283,0,0.00000,0.00000,,0,0,0,-214.7708871,-200.1469429,139.4262074,5.16,0.75,327.59,,
Kepler-509 b,Confirmed,0,,1.1,1.2,6060,339,2.436066983,2.436066983,0.222,0.3,289.664398,48.706207,,,Kepler-509,0,0,0.5820608299,0,0.00000,0.00000,,0,0,0,-210.6659943,-239.8484675,114.0769544,5.06,0.85,341.92,,
Kepler-510 b,Confirmed,0,,0.91,1.41,5746,378,2.414120434,2.414120434,0.22,0.3,287.655008,39.24428,,,Kepler-510,0,0,0.5858024164,0,0.00000,0.00000,,0,0,0,-278.9560181,-227.870191,114.6416853,5.02,0.68,380.84,,
Kepler-511 b,Confirmed,0,,1,1.2,5770,448,6.221846755,6.221846755,0.567,0.3,282.945693,47.574875,,,Kepler-511,0,0,0.2769374743,0,0.00000,0.00000,,0,0,0,-294.5506223,-322.2901523,100.3642799,4.94,0.83,451.15,,
Kepler-512 b,Confirmed,0,,1.17,1.3,5997,531,2.633585928,2.633585928,0.24,0.3,298.26896,48.91674,,,Kepler-512,0,0,0.5504204496,0,0.00000,0.00000,,0,0,0,-307.3315623,-352.5086385,251.4875157,5.21,0.85,533.54,,
Kepler-513 b,Confirmed,0,,1.02,1.06,5849,467,2.150761841,2.150761841,0.196,0.3,285.041686,50.075375,,,Kepler-513,0,0,0.6347671137,0,0.00000,0.00000,,0,0,0,-289.4420123,-345.8665819,121.1966542,4.97,0.87,470.11,,
Kepler-514 b,Confirmed,0,,1.28,1.44,6106,489,1.678911029,1.678911029,0.153,0.3,286.247188,50.242409,,,Kepler-514,0,0,0.7465720131,0,0.00000,0.00000,,0,0,0,-300.2459465,-360.9092402,136.813347,5.00,0.88,492.07,,
Kepler-515 b,Confirmed,0,,0.9,0.83,5293,255,1.426525711,1.426525711,0.13,0.3,290.493913,52.055611,,,Kepler-515,0,0,0.8242237001,0,0.00000,0.00000,,0,0,0,-146.8746911,-188.3675979,89.27750658,5.07,0.91,257.92,,
Kepler-516 b,Confirmed,0,,1.62,2.02,7099,777,5.618316646,5.618316646,0.512,0.3,295.608779,38.735736,,,Kepler-516,0,0,0.3021916458,0,0.00000,0.00000,,0,0,0,-546.5527167,-438.4312633,335.8379895,5.16,0.68,779.49,,
Kepler-517 b,Confirmed,0,,0.95,0.98,5690,284,2.611639379,2.611639379,0.238,0.3,293.675335,41.295348,,,Kepler-517,0,0,0.5537651438,0,0.00000,0.00000,,0,0,0,-195.4157052,-171.6487819,114.041211,5.13,0.72,286.64,,
Kepler-518 b,Confirmed,0,,0.96,0.88,5842,324,2.062975644,2.062975644,0.188,0.3,287.089972,41.373873,,,Kepler-518,0,0,0.6529598119,0,0.00000,0.00000,,0,0,0,-232.3979691,-204.6981037,95.21486376,5.01,0.72,326.90,,
Kepler-519 b,Confirmed,0,,0.89,0.8,5260,234,2.052002369,2.052002369,0.187,0.3,299.319538,41.384647,,,Kepler-519,0,0,0.6553074861,0,0.00000,0.00000,,0,0,0,-153.0776707,-134.8832372,114.5850734,5.22,0.72,236.39,,
Kepler-52 d,Confirmed,0,,0.54,0.56,4263,324.54,1.909349798,1.909349798,0.174,0.3,286.738033,49.97575,0.182,,Kepler-52,0,0,0.6874388228,0,0.00000,0.00000,359.8210495,0.8891344307,0,0,-199.8725399,-237.9941785,93.46630625,5.00,0.87,327.59,,
Kepler-520 b,Confirmed,0,,1.1,1.09,6112,492,1.624044656,1.624044656,0.148,0.3,293.180322,41.617763,,,Kepler-520,0,0,0.762182151,0,0.00000,0.00000,,0,0,0,-338.1218526,-300.3861354,193.6640968,5.12,0.73,494.66,,
Kepler-520 c,Confirmed,0,,1.1,1.09,6112,492,1.042461097,1.042461097,0.095,0.3,293.180322,41.617763,,,Kepler-520,0,0,0.9792108175,0,0.00000,0.00000,,0,0,0,-338.1218526,-300.3861354,193.6640968,5.12,0.73,494.66,,
Kepler-521 b,Confirmed,0,,1.34,1.46,6406,737,3.116410015,3.116410015,0.284,0.3,298.816376,43.998039,,,Kepler-521,0,0,0.4858602503,0,0.00000,0.00000,,0,0,0,-464.5193299,-448.5503786,355.2370336,5.22,0.77,739.44,,
Kepler-522 b,Confirmed,0,,1.54,1.98,6392,749,6.759537215,6.759537215,0.616,0.3,288.153996,44.068821,,,Kepler-522,0,0,0.2577473301,0,0.00000,0.00000,,0,0,0,-511.3719093,-495.0145363,233.3674768,5.03,0.77,751.91,,
Kepler-523 b,Confirmed,0,,0.93,0.86,5515,270,1.920323073,1.920323073,0.175,0.3,284.06113,45.506855,,,Kepler-523,0,0,0.6848557335,0,0.00000,0.00000,,0,0,0,-183.5527989,-186.8293921,65.59838606,4.96,0.79,273.09,,
Kepler-524 b,Confirmed,0,,1.09,1.1,6014,730,1.865456699,1.865456699,0.17,0.3,296.859217,49.162048,,,Kepler-524,0,0,0.6979690186,0,0.00000,0.00000,,0,0,0,-425.8647455,-492.7088723,329.8138652,5.18,0.86,732.60,,
Kepler-524 c,Confirmed,0,,1.09,1.1,6014,730,0.9437016242,0.9437016242,0.086,0.3,296.859217,49.162048,,,Kepler-524,0,0,0.9710354845,0,0.00000,0.00000,,0,0,0,-425.8647455,-492.7088723,329.8138652,5.18,0.86,732.60,,
Kepler-525 b,Confirmed,0,,0.95,1.15,5573,566,2.578719555,2.578719555,0.235,0.3,296.183433,47.358761,,,Kepler-525,0,0,0.558859103,0,0.00000,0.00000,,0,0,0,-344.0681746,-373.6312315,249.7454586,5.17,0.83,568.62,,
Kepler-526 b,Confirmed,0,,1.15,1.14,5894,504,1.953242897,1.953242897,0.178,0.3,297.650933,47.396294,,,Kepler-526,0,0,0.6772216408,0,0.00000,0.00000,,0,0,0,-302.2049895,-328.6027957,233.8981552,5.19,0.83,506.55,,
Kepler-527 b,Confirmed,0,,1.28,1.45,6388,901,2.776238499,2.776238499,0.253,0.3,290.957911,47.406284,,,Kepler-527,0,0,0.5296275647,0,0.00000,0.00000,,0,0,0,-569.4507236,-619.4093434,322.2715293,5.08,0.83,903.84,,
Kepler-528 b,Confirmed,0,,1.01,1.06,5807,711,2.041029094,2.041029094,0.186,0.3,295.684814,47.748081,,,Kepler-528,0,0,0.6576721031,0,0.00000,0.00000,,0,0,0,-430.8332103,-474.2784567,308.1617926,5.16,0.83,713.64,,
Kepler-529 b,Confirmed,0,,1.07,1.14,6087,787,1.8215636,1.8215636,0.166,0.3,285.888369,47.880386,,,Kepler-529,0,0,0.7088268362,0,0.00000,0.00000,,0,0,0,-507.6610429,-561.4531079,215.4522525,4.99,0.84,790.05,,
Kepler-529 c,Confirmed,0,,1.07,1.14,6087,787,1.953242897,1.953242897,0.178,0.3,285.888369,47.880386,,,Kepler-529,0,0,0.6772216408,0,0.00000,0.00000,,0,0,0,-507.6610429,-561.4531079,215.4522525,4.99,0.84,790.05,,
Kepler-480 b,Confirmed,0,,1.25,1.34,6322,806,2.721372126,2.721372126,0.248,0.3,294.4639,49.765047,,,Kepler-480,0,0,0.5374361747,0,0.00000,0.00000,,0,0,0,-473.874834,-560.0617519,333.7805803,5.14,0.87,808.72,,
Kepler-481 b,Confirmed,0,,1.01,1.09,5802,713,2.447040258,2.447040258,0.223,0.3,291.907032,49.262054,,,Kepler-481,0,0,0.5802079031,0,0.00000,0.00000,,0,0,0,-431.7046692,-501.2311352,266.0214797,5.09,0.86,715.83,,
Kepler-482 b,Confirmed,0,,0.75,0.72,4871,290,2.315360962,2.315360962,0.211,0.3,296.822898,48.107555,,,Kepler-482,0,0,0.6032525638,0,0.00000,0.00000,,0,0,0,-172.808069,-192.6488383,130.8579245,5.18,0.84,292.60,,
Kepler-483 b,Confirmed,0,,1.28,1.47,6346,953,3.138356564,3.138356564,0.286,0.3,291.646758,41.884663,,,Kepler-483,0,0,0.4832836342,0,0.00000,0.00000,,0,0,0,-659.4623452,-591.3831595,351.5456924,5.09,0.73,955.73,,
Kepler-484 b,Confirmed,0,,0.96,0.87,5668,377,2.227574764,2.227574764,0.203,0.3,284.394304,46.249081,,,Kepler-484,0,0,0.6196603165,0,0.00000,0.00000,,0,0,0,-252.5207139,-263.7781092,93.71978541,4.96,0.81,380.08,,
Kepler-485 b,Confirmed,0,,1.07,1.09,5958,1173,14.11163126,14.11163126,1.286,0.3,294.996313,50.470066,,,Kepler-485,0,0,0.1323483855,0,0.00000,0.00000,,0,0,0,-676.6629221,-819.9845543,495.6628093,5.15,0.88,1175.70,,
Kepler-486 b,Confirmed,0,,0.79,0.75,4926,428,10.76478248,10.76478248,0.981,0.3,284.879964,49.266994,,,Kepler-486,0,0,0.1699988932,0,0.00000,0.00000,,0,0,0,-269.9194322,-313.4448746,109.9081921,4.97,0.86,431.11,,
Kepler-487 b,Confirmed,0,,0.91,0.88,5444,835,11.18176692,11.18176692,1.019,0.3,295.287222,41.22197,,,Kepler-487,0,0,0.1641797954,0,0.00000,0.00000,,0,0,0,-567.8738661,-497.5207499,356.6754486,5.15,0.72,837.56,,
Kepler-487 c,Confirmed,0,,0.91,0.88,5444,835,2.622612653,2.622612653,0.239,0.3,295.287222,41.22197,,,Kepler-487,0,0,0.552087731,0,0.00000,0.00000,,0,0,0,-567.8738661,-497.5207499,356.6754486,5.15,0.72,837.56,,
Kepler-488 b,Confirmed,0,,1.07,1.09,5970,1157,15.46134405,15.46134405,1.409,0.3,282.966173,48.34507,,,Kepler-488,0,0,0.121496762,0,0.00000,0.00000,,0,0,0,-749.3845425,-842.4240149,259.6027478,4.94,0.84,1160.16,,
Kepler-489 b,Confirmed,0,,0.82,0.76,5014,379,7.560586268,7.560586268,0.689,0.3,290.833158,38.184334,,,Kepler-489,0,0,0.2336288587,0,0.00000,0.00000,,0,0,0,-278.4268868,-218.9771108,134.7905548,5.08,0.67,381.69,,
Kepler-49 d,Confirmed,0,,0.55,0.56,4252,314.02,1.569178282,1.569178282,0.143,0.3,292.294579,40.591801,0.031,,Kepler-49,0,0,0.778459017,0,0.00000,0.00000,827.0969356,0.5165470208,0,0,-220.6300141,-189.0480338,119.129334,5.10,0.71,316.70,,
Kepler-49 e,Confirmed,0,,0.55,0.56,4252,314.02,1.525285183,1.525285183,0.139,0.3,292.294579,40.591801,0.116,,Kepler-49,0,0,0.7919897575,0,0.00000,0.00000,442.0624039,0.7889736506,0,0,-220.6300141,-189.0480338,119.129334,5.10,0.71,316.70,,
Kepler-490 b,Confirmed,0,,1.08,1.12,6045,1249,11.40123241,11.40123241,1.039,0.3,295.025677,46.956005,,,Kepler-490,0,0,0.1612742938,0,0.00000,0.00000,,0,0,0,-772.4813533,-827.1106116,528.35745,5.15,0.82,1251.66,,
Kepler-491 b,Confirmed,0,,1.04,1.03,5582,657,8.734726661,8.734726661,0.796,0.3,287.130575,42.350155,,,Kepler-491,0,0,0.2054500419,0,0.00000,0.00000,,0,0,0,-464.0094093,-422.9591541,193.5195651,5.01,0.74,659.91,,
Kepler-493 b,Confirmed,0,,1.36,1.54,6457,1942,14.81392085,14.81392085,1.35,0.3,295.30754,38.881639,,,Kepler-493,0,0,0.1264708493,0,0.00000,0.00000,,0,0,0,-1366.651745,-1102.026025,830.1600135,5.15,0.68,1944.51,,
Kepler-494 b,Confirmed,0,,1.1,1.26,6007,862,6.989975984,6.989975984,0.637,0.3,297.214089,41.664039,,,Kepler-494,0,0,0.2503136435,0,0.00000,0.00000,,0,0,0,-572.6778516,-509.5929525,394.2069266,5.19,0.73,864.48,,
Kepler-495 b,Confirmed,0,,0.86,0.83,5346,630,5.124519285,5.124519285,0.467,0.3,285.930707,39.098134,,,Kepler-495,0,0,0.3265562417,0,0.00000,0.00000,,0,0,0,-470.1448004,-382.0508918,172.9190064,4.99,0.68,632.89,,
Kepler-496 b,Confirmed,0,,0.86,0.82,5293,655,2.271467863,2.271467863,0.207,0.3,291.640896,41.241049,,,Kepler-496,0,0,0.6113463692,0,0.00000,0.00000,,0,0,0,-457.8063435,-401.3588791,241.556209,5.09,0.72,657.72,,
Kepler-497 b,Confirmed,0,,1.09,1.11,5834,1070,5.914595063,5.914595063,0.539,0.3,290.765882,38.927952,,,Kepler-497,0,0,0.2892432574,0,0.00000,0.00000,,0,0,0,-778.3175437,-628.6502602,379.3687541,5.07,0.68,1072.70,,
Kepler-498 b,Confirmed,0,,0.98,0.96,5744,746,2.962784169,2.962784169,0.27,0.3,290.358128,44.518753,,,Kepler-498,0,0,0.5046956672,0,0.00000,0.00000,,0,0,0,-498.6884661,-490.3807376,259.5236905,5.07,0.78,748.83,,
Kepler-499 b,Confirmed,0,,0.87,0.83,5312,523,2.128815292,2.128815292,0.194,0.3,295.109945,43.915207,,,Kepler-499,0,0,0.639219581,0,0.00000,0.00000,,0,0,0,-341.1470807,-328.4676104,221.9385011,5.15,0.77,525.61,,
Kepler-500 b,Confirmed,0,,1.02,1.03,5813,747,2.523853181,2.523853181,0.23,0.3,295.951366,43.852051,,,Kepler-500,0,0,0.5675605359,0,0.00000,0.00000,,0,0,0,-484.3671098,-465.3367808,326.8932294,5.17,0.77,749.57,,
Kepler-501 b,Confirmed,0,,1.03,1.04,5904,1044,4.213737485,4.213737485,0.384,0.3,297.201554,41.730206,,,Kepler-501,0,0,0.3836019757,0,0.00000,0.00000,,0,0,0,-692.9559984,-618.0569052,477.2354202,5.19,0.73,1046.48,,
Kepler-502 b,Confirmed,0,,1.15,1.22,6125,1433,4.674615022,4.674615022,0.426,0.3,291.08013,43.860203,,,Kepler-502,0,0,0.3524468166,0,0.00000,0.00000,,0,0,0,-964.0935386,-926.4790188,515.4117544,5.08,0.77,1435.78,,
Kepler-504 b,Confirmed,0,,0.33,0.33,3519,75,1.558205007,1.558205007,0.142,0.3,284.921843,45.972398,,,Kepler-504,0,0,0.7817981726,0,0.00000,0.00000,,0,0,0,-50.36758974,-52.10690746,19.31258912,4.97,0.80,78.09,,
Kepler-505 b,Confirmed,0,,0.55,0.53,3931,222,2.54579973,2.54579973,0.232,0.3,287.858119,42.542629,,,Kepler-505,0,0,0.5640476485,0,0.00000,0.00000,,0,0,0,-155.683231,-142.870633,68.07873246,5.02,0.74,224.90,,
Kepler-455 b,Confirmed,0,,0.98,1.005,6175,,6.803430314,6.803430314,0.62,0.3,294.9498292,38.60518891,,,Kepler 455,0,0,0.2562975409,0,0.00000,0.00000,,0,0,0,0,0,0,5.15,0.67,3.80,,
Kepler-456 b,Confirmed,0,,0.98,1.52,6258,,6.463258798,6.463258798,0.589,0.3,288.991575,41.22303334,,,Kepler-456,0,0,0.2679794516,0,0.00000,0.00000,,0,0,0,0,0,0,5.04,0.72,3.80,,
Kepler-457 b,Confirmed,0,,1.04,1.26,6474,,2.304387687,2.304387687,0.21,0.3,282.3775375,44.69458891,0.161,,Kepler-457,0,0,0.6052558566,0,0.00000,0.00000,828.8215027,0.5157493822,0,0,0,0,0,4.93,0.78,3.80,,
Kepler-457 c,Confirmed,0,,1.04,1.26,6474,,2.304387687,2.304387687,0.21,0.3,282.3775375,44.69458891,,,Kepler-457,0,0,0.6052558566,0,0.00000,0.00000,,0,0,0,0,0,0,4.93,0.78,3.80,,
Kepler-458 b,Confirmed,0,,0.98,1.03,6065,1670.88,4.499042627,4.499042627,0.41,0.3,297.045421,46.328701,,,KIC 9663113,0,0,0.363699672,0,0.00000,0.00000,,0,0,0,-1027.606683,-1076.407967,759.7436202,5.18,0.81,1673.44,,
Kepler-458 c,Confirmed,0,,0.98,1.03,6065,1670.88,4.114978013,4.114978013,0.375,0.3,297.045421,46.328701,,,KIC 9663113,0,0,0.3910085234,0,0.00000,0.00000,,0,0,0,-1027.606683,-1076.407967,759.7436202,5.18,0.81,1673.44,,
Kepler-459 b,Confirmed,0,,1.01,1.01,6091,,5.376904603,5.376904603,0.49,0.3,287.3780708,47.77116669,,,Kepler-459,0,0,0.3136317892,0,0.00000,0.00000,,0,0,0,0,0,0,5.02,0.83,3.80,,
Kepler-46 d,Confirmed,0,,0.902,0.79,5309,794.54,1.602098106,1.602098106,0.146,0.3,289.268744,42.604176,0.067,,Kepler-46,0,0,0.7686105283,0,0.00000,0.00000,834.0694962,0.5133371881,0,0,-552.0584496,-507.7180319,262.1977878,5.05,0.74,797.38,,
Kepler-460 b,Confirmed,0,,1.07,1.24,6340,1322.48,6.254766579,6.254766579,0.57,0.3,288.474857,40.651357,,,KIC 5437945,0,0,0.2756808201,0,0.00000,0.00000,,0,0,0,-951.6394787,-817.1344573,419.0786701,5.03,0.71,1325.31,,
Kepler-460 c,Confirmed,0,,1.07,1.24,6340,1322.48,5.398851152,5.398851152,0.492,0.3,288.474857,40.651357,,,KIC 5437945,0,0,0.3125561061,0,0.00000,0.00000,,0,0,0,-951.6394787,-817.1344573,419.0786701,5.03,0.71,1325.31,,
Kepler-461 b,Confirmed,0,,0.98,0.91,5634,468,2.523853181,2.523853181,0.23,0.3,292.249069,46.164867,,,Kepler-461,0,0,0.5675605359,0,0.00000,0.00000,,0,0,0,-299.9975016,-312.4507588,177.2005146,5.10,0.81,470.77,,
Kepler-463 b,Confirmed,0,,0.87,0.9,5661,336,2.984730718,2.984730718,0.272,0.3,298.937046,44.85791,,,Kepler-463,0,0,0.5019159741,0,0.00000,0.00000,,0,0,0,-208.4404776,-207.409194,162.5730407,5.22,0.78,338.46,,
Kepler-464 b,Confirmed,0,,1.21,1.59,5933,653,3.226142762,3.226142762,0.294,0.3,294.835173,48.982361,,,Kepler-464,0,0,0.4732447796,0,0.00000,0.00000,,0,0,0,-388.9250991,-447.1290617,274.2660559,5.15,0.85,655.70,,
Kepler-465 b,Confirmed,0,,1.23,1.29,6310,587,2.885971246,2.885971246,0.263,0.3,284.55572,46.063828,,,Kepler-465,0,0,0.5146718474,0,0.00000,0.00000,,0,0,0,-394.2211884,-409.1391359,147.5256657,4.97,0.80,590.07,,
Kepler-466 b,Confirmed,0,,1.04,1.05,5927,436,2.787211774,2.787211774,0.254,0.3,295.648711,48.495564,,,Kepler-466,0,0,0.5280929928,0,0.00000,0.00000,,0,0,0,-260.4580971,-294.3484011,188.7236033,5.16,0.85,438.66,,
Kepler-466 c,Confirmed,0,,1.04,1.05,5927,436,1.229006766,1.229006766,0.112,0.3,295.648711,48.495564,,,Kepler-466,0,0,0.897260623,0,0.00000,0.00000,,0,0,0,-260.4580971,-294.3484011,188.7236033,5.16,0.85,438.66,,
Kepler-467 b,Confirmed,0,,1.05,1.37,5809,458,2.205628215,2.205628215,0.201,0.3,287.362816,38.649619,,,Kepler-467,0,0,0.6239026693,0,0.00000,0.00000,,0,0,0,-341.3904139,-273.0127784,136.6770211,5.02,0.67,460.83,,
Kepler-468 b,Confirmed,0,,0.96,0.87,5498,474,13.05819689,13.05819689,1.19,0.3,288.90224,49.370487,,,Kepler-468,0,0,0.1422657554,0,0.00000,0.00000,,0,0,0,-292.0075315,-340.336086,153.5543882,5.04,0.86,476.95,,
Kepler-47 (AB) b,Confirmed,0,,1.043,0.964,5636,,2.962784169,2.962784169,0.27,0.3,295.2979,46.92,0.2956,,Kepler-47 A,0,0,0.5046956672,0,0.00000,0.00000,478.9128154,0.7510632088,0,0,0,0,0,5.15,0.82,3.80,,
Kepler-47 (AB) c,Confirmed,0,,1.043,0.964,5636,,4.499042627,4.499042627,0.41,0.3,295.2979,46.92,0.989,,Kepler-47 A,0,0,0.363699672,0,0.00000,0.00000,275.423459,0.9776783504,0,0,0,0,0,5.15,0.82,3.80,,
Kepler-470 b,Confirmed,0,,1.4,1.66,6613,989,14.13357781,14.13357781,1.288,0.3,297.00944,50.372314,,,Kepler-470,0,0,0.1321564553,0,0.00000,0.00000,,0,0,0,-561.9823317,-678.6519845,449.1417847,5.18,0.88,991.61,,
